Sequence ID,gb,knn,log,nb,rf,svm,tree
NP_414931.1 ATP dependent structure specific DNA nuclease - SbcC subunit,1,0,1,1,1,0,0
NP_414932.1 ATP dependent structure specific DNA nuclease - SbcD subunit,1,0,1,0,1,0,0
NP_414933.1 DNA-binding transcriptional dual regulator PhoB,1,1,0,0,0,0,0
NP_414934.1 sensory histidine kinase PhoR,1,0,0,1,1,0,1
NP_414935.1 branched chain amino acid transporter BrnQ,1,1,1,1,1,1,1
NP_414936.1 putative transporter ProY,1,1,1,1,1,1,1
NP_414937.2 maltodextrin glucosidase,0,0,0,1,0,0,0
NP_414938.1 acyl carrier protein phosphodiesterase,0,0,0,0,0,0,0
NP_414939.1 tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase,1,0,1,0,1,0,0
NP_414940.1 tRNA-guanine transglycosylase,1,0,1,0,0,0,0
NP_414941.1 Sec translocon accessory complex subunit YajC,1,1,0,1,1,0,1
NP_414942.1 Sec translocon accessory complex subunit SecD,1,1,1,1,1,1,1
NP_414943.1 Sec translocon accessory complex subunit SecF,1,1,1,1,1,1,1
NP_414944.1 HNH nuclease family protein,1,0,0,0,0,0,0
NP_414945.1 nucleoside-specific channel-forming protein Tsx,1,1,1,1,1,1,1
NP_414946.4 putative lipoprotein YajI,1,1,1,0,1,0,1
NP_414947.1 NrdR transcriptional repressor,0,0,1,0,0,0,0
NP_414948.1 fused diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase,0,0,0,0,0,0,0
NP_414949.1 6-dimethyl-8-ribityllumazine synthase,1,1,1,1,1,1,0
NP_414950.1 transcription antitermination protein NusB,0,0,0,0,0,0,0
NP_414951.1 thiamine monophosphate kinase,0,0,0,1,0,0,0
NP_414952.1 phosphatidylglycerophosphatase A,1,1,1,1,1,1,1
NP_414953.2 1-deoxyxylulose-5-phosphate synthase YajO,0,0,0,0,1,0,1
NP_414954.1 1-deoxy-D-xylulose-5-phosphate synthase,0,0,0,1,0,0,0
NP_414955.1 geranyl diphosphate/farnesyl diphosphate synthase,0,0,0,0,0,0,0
NP_414956.1 exodeoxyribonuclease VII subunit XseB,1,1,1,0,0,0,0
NP_414957.1 tRNA uridine 4-sulfurtransferase,0,0,0,0,0,0,0
NP_414958.4 protein/nucleic acid deglycase 3,1,0,0,1,0,0,0
NP_414959.1 2-dehydropantoate 2-reductase,1,1,0,0,0,0,0
NP_414960.2 nucleotide binding protein,1,0,1,0,0,1,0
NP_414961.4 putative major facilitator superfamily transport protein YajR,1,1,1,1,1,1,1
NP_414962.1 heme O synthase,1,1,1,1,1,1,1
NP_414963.1 cytochrome bo3 ubiquinol oxidase subunit 4,1,1,1,1,1,1,1
NP_414964.1 cytochrome bo3 ubiquinol oxidase subunit 3,1,1,1,1,1,1,1
NP_414965.1 cytochrome bo3 ubiquinol oxidase subunit 1,1,1,1,1,1,1,1
NP_414966.1 cytochrome bo3 ubiquinol oxidase subunit 2,1,1,1,1,1,0,1
NP_414967.1 muropeptide:H(+) symporter,1,1,1,1,1,1,1
NP_414968.4 putative lipoprotein YajG,1,0,1,1,1,0,0
NP_414969.4 DNA-binding transcriptional dual regulator BolA,0,0,0,0,0,0,0
NP_414970.1 trigger factor,1,0,1,0,0,0,0
NP_414971.1 ATP-dependent Clp protease proteolytic subunit,1,0,1,0,0,1,0
NP_414972.1 ATP-dependent Clp protease ATP-binding subunit ClpX,0,0,0,0,0,0,0
NP_414973.1 Lon protease,1,0,0,1,0,0,0
NP_414974.1 DNA-binding protein HU-beta,0,0,0,0,0,0,0
NP_414975.1 periplasmic folding chaperone,1,1,1,0,1,0,1
NP_414976.1 helix-hairpin-helix 3 family protein,1,0,0,0,1,0,1
NP_414977.1 thioesterase III,0,0,0,0,0,0,0
NP_414978.1 7-cyano-7-deazaguanine synthase,0,0,0,0,0,0,0
NP_414979.1 putative protein YbaE,1,0,0,1,0,0,0
NP_414980.2 HMP-PP phosphatase,0,0,0,0,0,0,0
NP_414981.4 DNA-binding transcriptional activator DecR,1,1,1,1,1,1,1
NP_414982.1 ABC transporter family protein MdlA,1,1,1,1,1,1,1
NP_414983.1 ABC transporter family protein MdlB,1,1,1,1,1,1,1
NP_414984.1 nitrogen regulator GlnK,0,0,0,0,0,0,0
NP_414985.1 ammonia/ammonium transporter,1,1,1,1,1,1,1
NP_414986.1 acyl-CoA thioesterase II,1,0,1,0,1,1,0
NP_414987.3 PF09619 family lipoprotein YbaY,1,0,1,1,1,1,1
NP_414988.1 DNA base-flipping protein,0,0,0,0,0,0,0
NP_414989.1 DUF1428 domain-containing protein YbaA,0,0,0,0,0,0,0
NP_414990.2 c-di-GMP phosphodiesterase PdeB,1,0,0,1,1,0,1
NP_414991.4 putative inner membrane protein,1,1,1,1,1,1,1
NP_414992.1 maltose O-acetyltransferase,0,0,0,0,0,0,0
NP_414993.1 hemolysin expression modulating protein,0,0,1,0,0,1,0
NP_414994.1 protein that modulates Hha toxicity,1,1,1,0,0,1,0
NP_414995.1 multidrug efflux pump RND permease AcrB,1,1,1,1,1,1,1
NP_414996.1 multidrug efflux pump membrane fusion lipoprotein AcrA,1,1,1,0,1,0,1
NP_414997.1 DNA-binding transcriptional repressor AcrR,0,0,0,0,0,0,0
NP_414998.1 potassium dependent small conductance mechanosensitive channel,1,1,1,1,1,1,1
NP_414999.1 DUF2496 domain-containing protein YbaM,0,0,0,0,0,0,0
NP_415000.1 primosomal replication protein N'',0,0,0,0,0,0,0
NP_415001.1 conserved inner membrane protein YbaN,1,0,1,1,1,1,1
NP_415002.1 adenine phosphoribosyltransferase,0,0,0,0,0,0,0
NP_415003.1 DNA polymerase III subunit tau,0,0,0,0,0,0,0
NP_415004.1 putative nucleoid-associated protein YbaB,0,0,0,0,0,0,0
NP_415005.1 DNA repair protein RecR,0,0,0,0,0,0,0
NP_415006.1 chaperone protein HtpG,1,0,1,0,0,0,0
NP_415007.1 adenylate kinase,1,0,1,0,0,0,0
NP_415008.1 ferrochelatase,0,0,0,0,0,0,0
NP_415009.1 acetylesterase,0,0,0,1,0,0,0
NP_415010.1 inosine/guanosine kinase,1,0,1,1,1,1,0
NP_415011.1 putative transporter YbaL,1,1,1,1,1,1,1
NP_415012.1 fosmidomycin efflux pump,1,1,1,1,1,1,1
NP_415013.1 5'-nucleotidase/UDP-sugar hydrolase,1,0,1,1,1,1,1
NP_415014.1 Cys-tRNA(Pro) and Cys-tRNA(Cys) deacylase,0,0,0,0,0,0,0
NP_415015.1 TraB family protein YbaP,0,1,0,0,0,0,0
NP_415016.4 putative DNA-binding transcriptional regulator YbaQ,0,0,0,0,0,0,0
NP_415017.1 Cu(+) exporting P-type ATPase,1,1,1,1,1,1,1
NP_415018.1 glutaminase 1,1,0,1,1,1,0,0
NP_415019.1 putative transporter YbaT,1,1,1,1,1,1,1
NP_415020.1 DNA-binding transcriptional dual regulator CueR,0,0,0,0,0,0,0
NP_415021.2 NfeD-like family protein,1,1,1,1,1,1,1
NP_415022.1 PHB domain-containing protein,1,0,0,0,1,0,1
NP_415023.1 putative iron ABC exporter ATP-binding subunit FetA,1,0,0,0,1,0,1
NP_415024.4 putative iron ABC exporter membrane subunit FetB,1,1,1,1,1,1,1
NP_415025.4 chaperedoxin,0,1,1,0,0,0,0
NP_415026.1 NADP(+)-dependent aldehyde reductase,1,0,0,0,1,0,0
NP_415027.1 multifunctional acyl-CoA thioesterase I and protease I and lysophospholipase L1,1,1,1,1,1,1,1
NP_415028.1 putative ABC transporter ATP-binding protein YbbA,1,1,0,0,1,0,1
NP_415029.1 putative ABC transporter membrane subunit YbbP,1,1,1,1,1,1,1
NP_415030.1 protein RhsD,1,1,1,1,1,1,1
NP_415031.1 PF15631 family protein YbbC,1,0,0,0,1,0,1
NP_415036.1 tRNA 2-selenouridine synthase,0,0,0,0,0,0,0
NP_415037.1 DNA-binding transcriptional activator AllS,1,1,1,1,1,1,1
NP_415038.1 ureidoglycolate lyase,0,0,0,0,0,0,0
NP_415039.1 DNA-binding transcriptional repressor AllR,1,0,0,1,0,0,0
NP_415040.1 glyoxylate carboligase,1,0,1,1,1,0,0
NP_415041.1 hydroxypyruvate isomerase,0,0,0,0,0,0,0
NP_415042.1 tartronate semialdehyde reductase 2,1,0,0,1,0,0,1
NP_415044.4 putative allantoin transporter,1,1,1,1,1,1,1
NP_415045.1 allantoinase,0,0,0,0,0,0,0
NP_415046.4 putative purine transporter,1,1,1,1,1,1,1
NP_415047.1 glycerate 2-kinase 2,1,0,1,1,0,0,0
NP_415048.1 (S)-ureidoglycine aminohydrolase,0,0,0,1,1,0,1
NP_415049.1 allantoate amidohydrolase,0,0,0,0,0,0,0
NP_415050.1 ureidoglycolate dehydrogenase,0,0,0,1,0,0,0
NP_415051.1 putative acyl-CoA synthetase FdrA,1,0,0,1,1,0,0
NP_415053.1 DUF2877 domain-containing protein YlbF,1,1,1,1,1,1,1
NP_415054.1 putative carbamate kinase,1,0,0,1,1,0,0
NP_415055.1 5-(carboxyamino)imidazole ribonucleotide synthase,0,0,0,0,0,0,0
NP_415056.1 N(5)-carboxyaminoimidazole ribonucleotide mutase,1,1,0,1,1,1,1
NP_415057.1 UDP-2-diacylglucosamine diphosphatase,0,0,0,0,0,0,0
NP_415058.1 peptidyl-prolyl cis-trans isomerase B,0,0,0,0,0,0,0
NP_415059.1 cysteine--tRNA ligase,0,0,0,0,0,0,0
NP_415060.1 conserved inner membrane protein YbcI,1,1,1,1,1,1,1
NP_415061.2 putative RNA-binding protein YbcJ,0,1,0,0,0,0,0
NP_415062.1 bifunctional 510-methylene-tetrahydrofolate dehydrogenase/ 510-methylene-tetrahydrofolate cyclohydrolase,0,0,0,0,0,0,0
NP_415063.4 putative fimbrial protein SfmA,1,0,1,1,1,1,1
NP_415064.1 putative fimbrial chaperone SfmC,1,1,1,1,1,1,1
NP_415065.1 putative fimbrial usher protein SfmD,1,1,1,1,1,1,1
NP_415066.2 putative fimbrial adhesin protein SfmH,1,1,1,1,1,1,1
NP_415067.1 putative fimbrial protein SfmF,1,1,1,1,1,1,1
NP_415068.1 putative LuxR family transcriptional regulator FimZ,0,0,0,1,0,0,0
NP_415069.1 DLP12 prophage; putative integrase,0,0,0,0,0,0,0
NP_415072.2 DLP12 prophage; IS3 element protein InsE,0,0,0,0,0,0,0
NP_415073.1 DLP12 prophage; IS3 element protein InsF,0,0,0,0,0,0,0
NP_415075.1 multidrug/betaine/choline efflux transporter EmrE,1,1,1,1,1,1,1
NP_415076.1 DLP12 prophage; putative recombinase,0,0,0,1,0,0,0
NP_415077.1 DLP12 prophage; periplasmic protein YbcL,1,1,1,1,1,1,1
NP_415078.1 DLP12 prophage; putative DNA-binding transcriptional regulator,0,0,0,0,0,0,0
NP_415079.1 DLP12 prophage; DNA base-flipping protein,0,0,0,0,0,0,0
NP_415080.1 DLP12 prophage; NinE family prophage protein,0,0,0,0,0,0,0
NP_415081.1 DLP12 prophage; putative nuclease YbcO,0,0,0,0,0,0,0
NP_415082.1 DLP12 prophage; crossover junction endodeoxyribonuclease RusA,0,0,0,0,0,0,0
NP_415083.1 DLP12 prophage; putative antitermination protein,0,0,0,0,0,0,0
NP_415084.1 DLP12 prophage; IS5 transposase and trans-activator,0,0,0,0,0,0,0
NP_415086.1 DLP12 prophage; putative phage lysis protein,1,1,1,1,1,0,1
NP_415087.1 DLP12 prophage; lysozyme,1,0,0,0,1,0,1
NP_415088.1 DLP12 prophage; putative prophage endopeptidase RzpD,1,1,0,0,1,0,1
NP_415089.1 DLP12 prophage; prophage lipoprotein BorD,1,0,0,1,1,0,1
NP_415090.2 DLP12 prophage; protein YbcV,0,0,0,0,0,0,0
NP_415091.1 DLP12 prophage; protein YbcW,1,1,1,0,0,1,0
NP_415092.1 DLP12 prophage; putative DNA-packaging protein NohD,0,0,0,0,0,0,0
NP_415096.1 DNA-binding transcriptional activator AppY,0,0,0,1,0,0,0
NP_415097.1 outer membrane protease VII (outer membrane protein 3b),1,1,1,1,1,1,1
NP_415098.1 DNA-binding transcriptional activator EnvY,0,1,0,1,1,0,1
NP_415099.1 DUF4434 domain-containing protein YbcH,1,1,1,1,1,1,1
NP_415100.1 bacteriophage N4 receptor outer membrane protein,1,0,1,1,1,1,1
NP_415101.1 bacteriophage N4 receptor inner membrane subunit,1,1,1,1,1,1,1
NP_415102.1 sensory histidine kinase CusS,1,0,0,1,1,0,0
NP_415103.1 DNA-binding transcriptional activator CusR,0,0,0,0,0,0,0
NP_415104.1 copper/silver export system outer membrane channel,1,1,1,1,1,1,1
NP_415105.1 copper/silver export system periplasmic binding protein,1,1,1,0,1,1,1
NP_415106.1 copper/silver export system membrane fusion protein,1,0,1,1,1,0,1
NP_415107.1 copper/silver export system RND permease,1,1,1,1,1,1,1
NP_415108.1 phenylalanine:H(+) symporter PheP,1,1,1,1,1,1,1
NP_415109.1 miniconductance mechanosensitive channel YbdG,1,1,1,1,1,1,1
NP_415110.1 NAD(P)H nitroreductase NfsB,0,0,0,0,0,0,0
NP_415111.1 PF04237 family protein YbdF,0,0,0,0,0,0,0
NP_415112.1 DUF1158 domain-containing protein YbdJ,1,1,0,1,1,1,1
NP_415113.1 carboxylate-amine ligase,0,0,0,0,0,0,0
NP_415114.1 IS186/IS421 transposase,0,0,0,0,0,0,0
NP_415115.2 phosphopantetheinyl transferase EntD,0,0,0,0,0,0,0
NP_415116.1 ferric enterobactin outer membrane transporter,1,1,1,1,1,1,1
NP_415117.2 enterochelin esterase,0,0,0,1,0,0,0
NP_415118.1 apo-serine activating enzyme,1,0,1,1,1,1,1
NP_415119.1 polysaccharide co-polymerase family protein FepE,1,1,1,0,1,0,1
NP_415120.1 ferric enterobactin ABC transporter ATP binding subunit,1,0,0,0,1,0,1
NP_415121.1 ferric enterobactin ABC transporter membrane subunit FepG,1,1,1,1,1,1,1
NP_415122.1 ferric enterobactin ABC transporter membrane subunit FebD,1,1,1,1,1,1,1
NP_415123.1 enterobactin exporter EntS,1,1,1,1,1,1,1
NP_415124.1 ferric enterobactin ABC transporter periplasmic binding protein,1,1,1,1,1,1,1
NP_415125.1 isochorismate synthase EntC,1,0,1,1,1,1,1
NP_415126.1 2-dihydroxybenzoate-AMP ligase,1,0,1,1,1,0,0
NP_415127.1 enterobactin synthase component B,1,0,1,0,0,0,0
NP_415128.1 2-dihydro-2-dihydroxybenzoate dehydrogenase,1,0,1,1,1,0,0
NP_415129.1 proofreading thioesterase in enterobactin biosynthesis,0,0,0,0,0,0,0
NP_415130.1 carbon starvation protein A,1,1,1,1,1,1,1
NP_415132.1 hydroxycarboxylate dehydrogenase A,0,0,0,1,0,0,0
NP_415133.1 methionine-oxo-acid transaminase PLP-dependent,0,0,0,1,0,0,0
NP_415134.1 ParB-like nuclease domain-containing protein YbdM,0,0,0,0,0,0,0
NP_415135.1 putative PAPS reductase/DUF3440 domain-containing protein YbdN,0,1,0,1,0,0,0
NP_415136.1 putative LysR family DNA-binding transcriptional regulator YbdO,0,0,0,0,0,0,0
NP_415137.2 protein sulfenic acid reductase DsbG,1,0,1,1,1,1,0
NP_415138.1 alkyl hydroperoxide reductase AhpC component,1,0,1,0,0,1,0
NP_415139.2 alkyl hydroperoxide reductase AhpF component,0,0,1,0,0,0,0
NP_415140.1 universal stress protein G,0,0,0,0,0,0,0
NP_415141.1 putative Zn(2(+))-dependent alcohol dehydrogenase YbdR,0,0,0,0,0,0,0
NP_415143.1 nucleoside diphosphate kinase regulator,0,0,0,0,0,0,0
NP_415144.1 RNase I,1,1,1,1,1,1,1
NP_415145.1 citrate:succinate antiporter,1,1,1,1,1,1,1
NP_415146.1 triphosphoribosyl-dephospho-CoA synthase,1,1,1,1,1,1,1
NP_415147.1 apo-citrate lyase phosphoribosyl-dephospho-CoA transferase,1,0,0,0,0,0,0
NP_415148.1 citrate lyase alpha subunit,0,0,0,0,0,0,0
NP_415149.4 citrate lyase beta subunit,0,0,0,0,0,0,0
NP_415150.1 citrate lyase acyl carrier protein,0,1,0,0,0,0,0
NP_415151.4 citrate lyase synthetase,0,0,0,0,0,0,0
NP_415152.1 sensory histidine kinase DpiB,1,0,1,1,1,0,1
NP_415153.1 DNA-binding transcriptional dual regulator DpiA,1,1,1,0,0,0,0
NP_415154.1 anaerobic C4-dicarboxylate transporter DcuC,1,1,1,1,1,1,1
NP_415155.1 Lipid IVA palmitoyltransferase,1,0,0,1,1,1,1
NP_415156.1 transcription antiterminator and regulator of RNA stability,1,1,1,0,1,1,1
NP_415157.1 F(-) channel,1,1,1,1,1,1,1
NP_415160.1 twin arginine protein translocation system - TatE protein,1,1,1,0,1,1,1
NP_415161.1 lipoyl synthase,1,0,0,0,0,0,0
NP_415162.4 putative LysR-type DNA-binding transcriptional regulator YbeF,0,0,0,1,0,0,0
NP_415163.2 lipoyl(octanoyl) transferase,1,0,1,0,0,1,0
NP_415164.1 DUF493 domain-containing protein YbeD,0,0,0,0,0,0,0
NP_415165.1 D-alanyl-D-alanine carboxypeptidase DacA,1,0,1,1,1,0,1
NP_415166.1 rare lipoprotein RlpA,1,1,1,1,1,1,1
NP_415167.1 SEDS family protein MrdB,1,1,1,1,1,1,1
NP_415168.1 peptidoglycan DD-transpeptidase MrdA,1,0,1,1,1,0,0
NP_415169.1 23S rRNA m(3)psi1915 methyltransferase,1,0,0,0,0,1,0
NP_415170.4 ribosomal silencing factor RsfS,0,0,0,0,0,0,0
NP_415171.1 putative adenosylcobalamin phosphatase/alpha-ribazole phosphatase,0,0,0,0,0,0,0
NP_415172.1 nicotinate-mononucleotide adenylyltransferase,0,0,0,0,0,0,0
NP_415173.1 DNA polymerase III subunit delta,0,0,0,1,0,0,0
NP_415174.1 lipopolysaccharide assembly protein LptE,1,0,1,0,0,1,0
NP_415175.1 leucine--tRNA ligase,0,0,1,1,0,0,0
NP_415176.1 DUF1451 domain-containing protein YbeL,0,1,1,0,0,0,0
NP_415177.4 Sel1 repeat-containing protein YbeQ,1,1,1,1,1,1,1
NP_415178.1 DUF1266 domain-containing protein YbeR,0,0,0,1,0,0,0
NP_415179.1 putative chaperone,1,0,0,1,0,0,0
NP_415180.1 Sel1 repeat-containing protein YbeT,1,0,0,1,0,0,0
NP_415181.1 DUF1266 domain-containing protein YbeU,0,0,0,1,0,0,0
NP_415182.1 co-chaperone DjlC,1,0,0,0,1,0,0
NP_415183.1 chaperone protein HscC,0,0,0,0,0,0,0
NP_415184.1 pyrimidine-specific ribonucleoside hydrolase RihA,1,0,1,1,0,1,0
NP_415185.1 glutamate/aspartate ABC transporter ATP binding subunit,1,1,1,0,1,1,1
NP_415186.1 glutamate/aspartate ABC transporter membrane subunit GltK,1,1,1,1,1,1,1
NP_415187.1 glutamate/aspartate ABC transporter membrane subunit GltJ,1,1,1,1,1,1,1
NP_415188.1 glutamate/aspartate ABC transporter periplasmic binding protein,1,1,1,0,1,1,1
NP_415189.1 IS5 transposase and trans-activator,0,0,0,0,0,0,0
NP_415190.1 apolipoprotein N-acyltransferase,1,1,1,1,1,1,1
NP_415191.1 CorC-HlyC family protein YbeX,1,1,0,0,1,0,0
NP_415192.1 endoribonuclease YbeY,0,0,0,0,0,0,0
NP_415193.2 PhoH-like protein,1,0,1,0,0,0,0
NP_415194.1 isopentenyl-adenosine A37 tRNA methylthiolase,1,0,1,0,0,0,0
NP_415195.1 2-octaprenyl-3-methyl-6-methoxy-1-benzoquinol hydroxylase,0,0,0,1,1,0,0
NP_415200.1 asparagine synthetase B,0,0,0,1,0,0,0
NP_415201.1 UMP phosphatase,0,0,0,1,0,0,0
NP_415202.1 DNA-binding transcriptional dual regulator NagC,1,0,1,1,0,0,0
NP_415203.1 N-acetylglucosamine-6-phosphate deacetylase,0,0,0,1,0,0,0
NP_415204.1 glucosamine-6-phosphate deaminase,0,0,0,0,0,0,0
NP_415205.1 N-acetylglucosamine specific PTS enzyme IIABC component,1,1,1,1,1,1,1
NP_415206.1 glutamine--tRNA ligase,0,0,0,0,0,0,0
NP_415207.1 chitobiose outer membrane channel,1,1,1,1,1,1,1
NP_415208.1 lipoprotein ChiQ,1,0,1,0,1,1,1
NP_415209.1 DNA-binding transcriptional dual regulator Fur,0,0,0,0,0,0,0
NP_415210.1 flavodoxin 1,0,0,0,0,0,0,0
NP_415211.2 LexA-regulated protein,0,0,1,0,0,0,0
NP_415212.1 esterase,0,0,0,0,0,0,0
NP_415213.1 SeqA negative modulator of initiation of replication,0,0,0,0,0,0,0
NP_415214.1 phosphoglucomutase,0,0,0,1,0,0,0
NP_415215.1 lipoprotein YbfP,1,0,0,1,1,0,1
NP_415219.1 putrescine:H(+) symporter/putrescine:ornithine antiporter PotE,1,1,1,1,1,1,1
NP_415220.1 ornithine decarboxylase degradative,0,0,0,1,0,0,0
NP_415222.1 DNA-binding transcriptional activator KdpE,0,0,0,0,0,0,0
NP_415223.1 sensory histidine kinase KdpD,1,0,1,1,1,0,1
NP_415224.1 K(+) transporting P-type ATPase subunit KdpC,1,0,0,1,1,1,1
NP_415225.1 K(+) transporting P-type ATPase subunit KdpB,1,1,1,1,1,1,1
NP_415226.1 K(+) transporting P-type ATPase subunit KdpA,1,1,1,1,1,1,1
NP_415228.1 DUF2517 domain-containing protein YbfA,1,1,1,1,1,1,1
NP_415229.1 rhs element protein RhsC,1,1,1,1,1,1,1
NP_415230.1 uncharacterized protein YbfB,1,1,1,1,1,1,1
NP_415232.1 uncharacterized protein YbfC,1,0,0,0,1,0,1
NP_415234.1 H repeat-associated putative transposase YbfD,0,0,0,0,0,0,0
NP_415235.1 DUF1722 domain-containing protein YbgA,0,0,0,0,0,0,0
NP_415236.1 deoxyribodipyrimidine photolyase (photoreactivation),0,0,0,1,0,0,0
NP_415237.1 dipeptide:H(+) symporter DtpD,1,1,1,1,1,1,1
NP_415238.1 radiation resistance protein YbgI,1,1,1,0,0,1,0
NP_415239.1 5-oxoprolinase component B,0,0,0,0,0,0,0
NP_415240.1 5-oxoprolinase component C,0,0,0,0,0,0,0
NP_415241.1 5-oxoprolinase component A,0,0,0,0,0,0,0
NP_415242.1 endonuclease VIII,0,0,0,0,0,0,0
NP_415243.4 putative regulator,1,1,1,1,1,1,1
NP_415244.4 putative fimbrial protein YbgO,1,0,1,1,0,0,0
NP_415245.1 putative fimbrial chaperone YbgP,1,1,1,1,1,1,1
NP_415246.2 putative fimbrial usher protein YbgQ,1,1,1,1,1,1,1
NP_415247.1 putative fimbrial protein YbgD,1,1,1,0,1,1,1
NP_415248.1 citrate synthase,0,0,0,0,0,0,0
NP_415249.1 succinate:quinone oxidoreductase membrane protein SdhC,1,1,1,1,1,1,1
NP_415250.1 succinate:quinone oxidoreductase membrane protein SdhD,1,1,1,1,1,1,1
NP_415251.1 succinate:quinone oxidoreductase FAD binding protein,0,0,0,1,0,0,0
NP_415252.1 succinate:quinone oxidoreductase iron-sulfur cluster binding protein,0,0,0,0,0,0,0
NP_415254.1 subunit of E1(0) component of 2-oxoglutarate dehydrogenase,0,0,0,1,0,0,0
NP_415255.1 dihydrolipoyltranssuccinylase,1,0,1,0,1,0,0
NP_415256.1 succinyl-CoA synthetase subunit beta,0,0,1,0,0,0,0
NP_415257.1 succinyl-CoA synthetase subunit alpha,1,0,0,0,0,0,0
NP_415258.1 DNA-binding transcriptional repressor MngR,0,1,0,0,0,0,0
NP_415259.1 2-O-alpha-mannosyl-D-glycerate specific PTS enzyme II,1,1,1,1,1,1,1
NP_415260.1 alpha-mannosidase,0,0,0,1,0,0,0
NP_415261.2 cytochrome bd-I ubiquinol oxidase subunit I,1,1,1,1,1,1,1
NP_415262.1 cytochrome bd-I ubiquinol oxidase subunit II,1,1,1,1,1,1,1
NP_415263.1 cyd operon protein YbgE,1,1,1,1,1,1,1
NP_415264.1 esterase/thioesterase,0,0,0,0,0,0,0
NP_415265.1 Tol-Pal system protein TolQ,1,1,1,1,1,0,1
NP_415266.1 Tol-Pal system protein TolR,1,0,0,0,1,0,1
NP_415267.1 Tol-Pal system protein TolA,1,1,1,0,1,0,1
NP_415268.1 Tol-Pal system periplasmic protein TolB,1,0,1,1,1,1,1
NP_415269.1 peptidoglycan-associated outer membrane lipoprotein Pal,1,0,1,0,1,0,1
NP_415270.1 cell division coordinator CpoB,1,0,1,0,1,0,1
NP_415271.1 quinolinate synthase,0,0,0,0,0,0,0
NP_415272.1 nicotinamide riboside transporter,1,1,1,1,1,1,1
NP_415273.1 Zn(2(+))/Cd(2(+))/Ni(2(+))/Cu(2(+)) exporter,1,1,1,1,1,0,1
NP_415274.1 PF13985 family protein YbgS,1,1,1,0,1,1,1
NP_415275.1 3-deoxy-7-phosphoheptulonate synthase Phe-sensitive,0,0,0,0,0,0,0
NP_415276.1 2-bisphosphoglycerate-dependent phosphoglycerate mutase,0,0,0,0,0,0,0
NP_415277.1 galactose-1-epimerase,1,1,1,1,1,1,1
NP_415278.1 galactokinase,0,0,1,0,0,0,0
NP_415279.1 galactose-1-phosphate uridylyltransferase,0,0,0,0,0,0,0
NP_415280.3 UDP-glucose 4-epimerase,0,0,0,0,0,0,0
NP_415281.1 ABC family protein ModF,1,0,1,1,1,1,1
NP_415282.1 DNA-binding transcriptional dual regulator ModE,1,1,1,1,1,1,1
NP_415283.1 multidrug efflux pump accessory protein AcrZ,1,1,0,1,1,0,1
NP_415284.1 molybdate ABC transporter periplasmic binding protein,1,1,1,1,1,1,1
NP_415285.1 molybdate ABC transporter membrane subunit,1,1,1,1,1,1,1
NP_415286.1 molybdate ABC transporter ATP binding subunit,1,1,0,1,1,0,1
NP_415287.1 pyridoxal phosphate/fructose-1-bisphosphate phosphatase,0,0,0,0,0,0,0
NP_415288.1 6-phosphogluconolactonase,1,0,0,0,0,0,0
NP_415289.4 putative DNA-binding transcriptional regulator YbhD,1,1,1,1,1,1,1
NP_415290.1 putative isomerase YbhH,0,0,0,1,0,0,0
NP_415291.1 putative tricarboxylate transporter,1,1,1,1,1,1,1
NP_415292.2 putative hydratase YbhJ,1,0,1,1,1,0,0
NP_415293.1 outer membrane lipoprotein YhbC,1,1,1,1,1,1,1
NP_415294.1 putative kinase inhibitor,0,1,0,0,0,0,0
NP_415295.1 adenosylmethionine-8-amino-7-oxononanoate aminotransferase,0,0,0,1,0,0,0
NP_415296.1 biotin synthase,0,0,1,0,0,0,0
NP_415297.1 8-amino-7-oxononanoate synthase,0,0,0,1,0,0,0
NP_415298.1 malonyl-acyl carrier protein methyltransferase,0,0,0,0,0,0,0
NP_415299.1 dethiobiotin synthetase,0,0,0,1,1,0,0
NP_415300.1 excision nuclease subunit B,1,0,1,1,0,0,0
NP_415301.1 putative transferase YbhK,0,0,0,0,0,0,0
NP_415302.1 GTP 3''-cyclase,0,0,0,0,0,0,0
NP_415303.1 MoaB protein,1,1,1,0,0,1,0
NP_415304.1 cyclic pyranopterin monophosphate synthase,1,0,0,0,0,1,0
NP_415305.1 molybdopterin synthase sulfur carrier subunit,0,1,0,0,1,0,0
NP_415306.1 molybdopterin synthase catalytic subunit,0,0,0,0,0,0,0
NP_415307.1 Bax1-I family protein YbhL,1,1,1,1,1,1,1
NP_415308.1 Bax1-I family protein YbhM,1,1,1,1,1,1,1
NP_415309.1 conserved inner membrane protein YbhN,1,1,1,1,1,1,1
NP_415310.1 cardiolipin synthase B,1,0,0,0,0,0,0
NP_415311.1 endonuclease/exonuclease/phosphatase domain-containing protein YbhP,0,0,0,0,0,0,0
NP_415312.1 putative inner membrane protein,1,1,1,1,1,1,1
NP_415313.1 putative ABC exporter membrane subunit YbhR,1,1,1,1,1,1,1
NP_415314.1 putative ABC exporter membrane subunit YbhS,1,1,1,1,1,1,1
NP_415315.4 putative ABC exporter ATP binding subunit,1,0,1,1,1,0,1
NP_415316.1 HlyD_D23 family protein YbhG,1,0,1,0,1,0,1
