Sequence ID,gb,knn,log,nb,rf,svm,tree
NP_009585.1 phosphatidate cytidylyltransferase,1,1,1,1,1,1,1
NP_009586.1 protein-lysine N-methyltransferase,0,1,0,0,0,0,0
NP_009587.1 ribosomal 60S subunit protein L4A,0,0,0,0,0,0,0
NP_009589.1 Eds1p,1,0,1,1,1,1,1
NP_009590.1 protein-arginine omega-N methyltransferase HMT1,1,0,1,0,0,0,0
NP_009591.1 pyridoxamine-phosphate oxidase PDX3,0,0,1,0,0,0,0
NP_009592.1 mannosylinositol phosphorylceramide synthase regulatory subunit,1,1,1,1,1,1,1
NP_009593.1 Cu-binding protein SCO1,1,1,1,0,1,1,1
NP_009594.1 chitin synthase CHS2,1,1,1,1,1,1,1
NP_009595.1 F1F0 ATP synthase subunit gamma,1,1,0,0,1,0,1
NP_009596.1 Fig1p,1,1,1,1,1,1,1
NP_009597.2 long-chain fatty acid transporter FAT1,1,1,1,1,1,1,1
NP_009598.1 putative acyltransferase,1,1,1,1,1,1,1
NP_009599.2 Qdr3p,1,1,1,1,1,1,1
NP_009600.2 Tcm62p,1,1,1,1,1,0,0
NP_009601.2 protein phosphatase regulator GIP1,1,0,1,0,0,1,0
NP_009602.1 NADPH:quinone reductase,1,0,1,0,1,1,1
NP_009603.1 Fmp23p,0,0,0,0,0,0,0
NP_009604.1 ribosomal 40S subunit protein S11B,0,0,0,0,0,0,0
NP_009605.1 DNA-binding protein REB1,0,0,1,1,0,0,0
NP_009606.1 protein phosphatase regulator REG2,0,0,0,0,0,0,0
NP_009608.1 flavodoxin-like fold family protein,1,0,0,0,1,0,0
NP_009609.1 uncharacterized protein YBR053C,1,0,1,0,0,1,0
NP_009610.1 Yro2p,1,1,1,1,1,1,1
NP_009611.1 U4/U6-U5 snRNP complex subunit PRP6,1,1,1,1,1,0,0
NP_009612.1 17-beta-hydroxysteroid dehydrogenase-like protein,1,0,0,1,0,0,0
NP_009613.1 Mum2p,0,0,0,0,0,0,0
NP_009614.2 ubiquitin-specific protease UBP14,0,1,0,1,0,0,0
NP_009615.1 serine/threonine protein kinase AKL1,1,0,1,1,1,0,0
NP_009616.1 origin recognition complex subunit 2,1,0,1,1,1,1,0
NP_009617.3 tRNA methyltransferase TRM7,0,0,0,0,0,0,0
NP_009618.2 uncharacterized protein YBR062C,0,0,1,0,0,0,0
NP_009619.1 uncharacterized protein YBR063C,1,0,1,0,1,0,0
NP_009621.3 Ecm2p,0,0,0,0,0,0,0
NP_009622.1 Nrg2p,0,0,0,0,0,0,0
NP_009623.1 putative lipase,1,1,0,1,1,1,1
NP_009624.4 branched-chain amino acid permease BAP2,1,1,1,1,1,1,1
NP_009625.1 amino acid transporter TAT1,1,1,1,1,1,1,1
NP_009626.1 N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase anchoring subunit ALG14,1,1,1,1,1,1,1
NP_009627.3 uncharacterized protein YBR071W,0,0,0,0,0,0,0
NP_009628.1 chaperone protein HSP26,1,0,1,0,0,0,0
NP_009629.6 DNA-dependent ATPase RDH54,1,0,1,1,1,1,0
NP_009630.3 Pff1p,1,1,1,1,1,1,1
NP_009632.2 Ecm8p,0,0,0,0,0,0,0
NP_009633.3 Slm4p,0,0,0,0,0,0,0
NP_009634.2 Ecm33p,1,0,1,1,1,1,1
NP_009635.1 translation initiation factor eIF3 core subunit a,0,0,0,1,0,0,0
NP_009636.3 AAA family ATPase SEC18,1,1,1,1,1,0,1
NP_009637.1 SAGA histone acetyltransferase complex subunit SPT7,1,0,1,1,0,0,0
NP_009638.1 E2 ubiquitin-conjugating protein UBC4,0,1,0,0,0,0,0
NP_009639.3 Tec1p,1,0,1,0,0,1,0
NP_009640.1 trifunctional formate-tetrahydrofolate ligase/methenyltetrahydrofolate cyclohydrolase/methylenetetrahydrofolate dehydrogenase MIS1,1,1,0,1,1,0,0
NP_009641.1 ribosomal 60S subunit protein L19A,0,0,0,0,0,0,0
NP_009642.3 ADP/ATP carrier protein AAC3,1,1,1,1,1,1,1
NP_009643.2 Ist2p,1,1,1,1,1,1,1
NP_009644.3 replication factor C subunit 5,1,0,0,0,0,1,0
NP_009645.1 proliferating cell nuclear antigen,1,0,1,0,1,1,1
NP_009647.2 high-mobility group nucleosome-binding protein,0,0,0,0,0,0,0
NP_009648.4 uncharacterized protein YBR090C,1,1,1,1,1,1,1
NP_009649.1 Tim12p,1,0,1,0,0,1,0
NP_009650.1 acid phosphatase PHO3,1,1,1,1,1,1,1
NP_009651.3 acid phosphatase PHO5,1,1,1,1,1,1,1
NP_009652.2 putative tubulin tyrosine ligase,0,0,0,1,0,0,0
NP_009653.2 Rxt2p,1,1,1,0,1,1,0
NP_009654.3 uncharacterized protein YBR096W,0,0,0,1,1,0,1
NP_009655.2 ubiquitin-binding serine/threonine protein kinase VPS15,1,1,1,1,1,1,1
NP_009656.2 Mms4p,0,0,1,0,0,0,0
NP_009659.3 Fes1p,1,1,1,0,1,1,1
NP_009660.1 exocyst subunit EXO84,1,1,1,1,1,1,1
NP_009661.1 Sif2p,1,0,0,1,1,0,0
NP_009662.3 organic acid transporter,1,1,1,1,1,1,1
NP_009663.1 glucose-induced degradation complex subunit VID24,0,0,1,0,0,0,0
NP_009664.1 Snd3p,1,1,1,0,1,1,1
NP_009665.3 Iml3p,1,0,0,0,1,1,0
NP_009666.3 Aim3p,1,0,1,1,0,0,0
NP_009667.1 calmodulin,1,0,1,0,0,1,0
NP_009668.3 chitobiosyldiphosphodolichol beta-1 mannosyltransferase,1,0,0,1,1,0,1
NP_009669.1 ADP-ribose diphosphatase,0,0,0,0,0,0,0
NP_009670.3 transcription regulator CYC8,1,0,1,1,1,0,1
NP_009672.1 DNA repair protein RAD16,0,0,1,1,0,0,0
NP_009673.1 L-aminoadipate-semialdehyde dehydrogenase,1,1,1,1,1,1,1
NP_009675.3 transketolase TKL2,1,0,1,1,1,0,0
NP_009676.1 translation elongation factor EF-1 alpha,1,0,1,0,0,0,0
NP_009677.1 Mud1p,0,1,1,0,0,0,0
NP_009678.3 Cbp6p,0,0,0,0,0,0,0
NP_009679.2 glycine--tRNA ligase,1,0,1,0,1,0,0
NP_009680.2 mitochondrial 54S ribosomal protein YmL36,0,0,0,0,0,0,0
NP_009681.3 transcription factor TFIIIC subunit TFC1,1,0,1,0,1,0,0
NP_009683.1 type 2C protein phosphatase PTC4,1,1,1,1,1,1,0
NP_009684.1 alphalpha-trehalose-phosphate synthase (UDP-forming) TPS1,0,0,0,1,0,0,0
NP_009685.3 H(+)-transporting V1 sector ATPase subunit B,1,0,0,0,1,0,1
NP_009686.1 Atg14p,0,0,0,0,0,0,0
NP_009687.1 Opy1p,0,0,0,0,0,0,0
NP_009688.3 She3p,0,0,0,0,0,0,0
NP_009689.3 Ccz1p,1,1,1,1,1,1,1
NP_009690.1 Agp2p,1,1,1,1,1,1,1
NP_009691.1 protein arginine N-methyltransferase,0,1,0,1,1,0,1
NP_009693.3 cyclin-dependent protein kinase regulatory subunit CKS1,0,0,0,0,0,0,0
NP_009694.3 protein kinase MEC1,1,0,1,1,1,0,1
NP_009695.2 uncharacterized protein YBR137W,0,0,0,0,0,0,0
NP_009696.2 uncharacterized protein YBR138C,1,1,1,0,0,1,0
NP_009697.3 carboxypeptidase C,1,1,1,1,1,0,1
NP_009698.3 GTPase-activating protein IRA1,1,1,1,1,1,1,1
NP_009699.2 25S rRNA (adenine2142-N1)-methyltransferase,0,0,0,0,0,0,0
NP_009700.1 putative ATP-dependent RNA helicase,1,0,0,1,0,0,0
NP_009701.3 translation termination factor eRF1,1,0,1,0,1,1,0
NP_009703.3 alcohol dehydrogenase ADH5,0,0,0,1,0,0,0
NP_009704.1 mitochondrial 37S ribosomal protein MRPS9,1,0,1,0,0,1,0
NP_009705.1 cationic amino acid transporter,1,1,1,1,1,1,1
NP_009706.3 Ysw1p,0,0,0,0,0,0,0
NP_009707.3 D-arabinose 1-dehydrogenase (NAD(P)(+)) ARA1,0,1,0,0,0,0,0
NP_009708.1 Tbs1p,1,1,1,1,1,0,1
NP_009709.1 Apd1p,0,0,0,0,0,0,0
NP_009710.3 U4/U6-U5 snRNP complex subunit SPP381,0,0,0,0,0,0,0
NP_009711.3 2-diamino-6-(ribosylamino)-4(3H)-pyrimidinone 5'-phosphate reductase,1,1,1,1,1,1,1
NP_009712.1 DNA-directed RNA polymerase core subunit RPB5,0,0,0,0,0,0,0
NP_009713.1 HSP70/90 family co-chaperone CNS1,0,0,0,0,0,0,0
NP_009714.3 Sli15p,0,0,0,0,0,0,0
NP_009715.4 Ics2p,0,0,0,0,0,0,0
NP_009716.1 Amn1p,1,0,0,1,0,0,0
NP_009717.1 ketoreductase,1,1,1,1,1,1,1
NP_009718.3 cyclin-dependent serine/threonine-protein kinase CDC28,1,0,1,0,0,0,0
NP_009719.3 mannosylinositol phosphorylceramide synthase catalytic subunit CSH1,1,0,1,1,1,1,1
NP_009720.1 Tos1p,1,1,1,1,1,1,1
NP_009721.1 Ysy6p,1,0,1,0,1,1,1
NP_009722.3 Exo5p,0,1,0,1,1,0,0
NP_009723.3 Arf family GTPase ARL1,1,1,1,0,1,1,1
NP_009724.1 Ubs1p,0,0,0,0,0,0,0
NP_009725.1 prephenate dehydrogenase (NADP(+)),0,0,0,1,0,0,0
NP_009726.3 ribonuclease P/MRP protein subunit POP7,0,0,0,0,0,0,0
NP_009727.3 Pex32p,1,0,1,1,1,1,1
NP_009728.1 adenyl-nucleotide exchange factor SSE2,1,0,1,1,1,0,0
NP_009729.1 nuclear protein localization protein 4,0,1,0,1,1,0,1
NP_009730.3 Sec63 complex subunit SEC66,1,1,1,0,1,1,1
NP_009731.4 Smy2p,0,0,0,1,1,0,0
NP_009732.1 Ump1p,0,0,0,0,0,0,0
NP_009734.1 Swd3p,1,1,0,1,1,1,1
NP_009735.3 3-methyl-2-oxobutanoate hydroxymethyltransferase,1,0,0,1,1,0,0
NP_009736.3 medium-chain fatty acid ethyl ester synthase/esterase,1,0,1,1,0,0,0
NP_009738.1 mitofusin,1,1,1,1,1,0,1
NP_009739.1 Dtr1p,1,1,1,1,1,1,1
NP_009740.3 ribosomal 40S subunit protein S6B,0,0,1,0,0,0,0
NP_009741.3 Smp1p,1,0,0,1,0,0,0
NP_009742.1 phytoceramidase,1,1,1,1,1,1,1
NP_009743.3 uncharacterized protein YBR184W,0,0,0,0,0,0,0
NP_009744.3 Mba1p,1,1,0,0,1,1,1
NP_009745.2 Pch2p,1,1,1,1,1,0,0
NP_009746.1 putative ribosome biosynthesis protein GDT1,1,1,1,1,1,1,1
NP_009747.3 Ntc20p,1,0,1,0,0,0,0
NP_009748.3 ribosomal 40S subunit protein S9B,0,0,0,0,0,0,0
NP_009750.1 ribosomal 60S subunit protein L21A,0,0,0,0,0,0,0
NP_009751.1 Rim2p,1,1,1,1,1,1,1
NP_009752.3 Med8p,0,1,0,0,0,0,0
NP_009753.3 Aim4p,0,0,1,0,0,0,0
NP_009754.1 Msi1p,1,0,0,1,0,0,0
NP_009755.1 glucose-6-phosphate isomerase,1,0,0,1,1,0,1
NP_009756.1 uncharacterized protein YBR197C,0,1,1,0,0,0,0
NP_009757.1 chromatin modification protein,1,0,1,1,1,0,1
NP_009758.3 putative mannosyltransferase,1,0,1,1,1,0,0
NP_009759.3 phosphatidylinositol-3-phosphate-binding protein BEM1,1,0,1,0,1,0,0
NP_009760.1 derlin,1,1,1,1,1,1,1
NP_009761.4 mini-chromosome maintenance complex protein 7,1,0,1,1,1,0,0
NP_009762.2 Cos111p,0,0,0,1,0,1,0
NP_009763.2 triacylglycerol lipase,1,1,0,0,0,0,0
NP_009764.3 mannosyltransferase KTR3,1,0,0,1,1,0,1
NP_009766.4 Fth1p,1,1,1,1,1,1,1
NP_009767.1 bifunctional urea carboxylase/allophanate hydrolase,1,0,1,1,1,1,1
NP_009769.1 Erv15p,1,1,1,1,1,1,1
NP_009770.3 Ame1p,1,0,1,0,0,0,0
NP_009771.3 Ngr1p,1,1,1,1,1,1,1
NP_009772.1 bifunctional precorrin-2 dehydrogenase/sirohydrochlorin ferrochelatase MET8,1,0,1,0,0,0,0
NP_009773.1 Sds24p,0,1,0,1,1,0,0
NP_009774.4 Hpc2p,1,0,1,0,1,0,0
NP_009775.3 Ybp1p,1,1,1,1,1,1,1
NP_009776.1 Atg12p,0,0,0,0,0,0,0
NP_009777.1 pyruvate carboxylase 2,0,1,1,1,0,0,0
NP_009778.3 uncharacterized protein YBR219C,1,1,1,1,1,1,1
NP_009779.3 uncharacterized protein YBR220C,1,1,1,1,1,1,1
NP_009780.1 pyruvate dehydrogenase (acetyl-transferring) subunit E1 beta,1,0,1,0,1,1,0
NP_009781.3 Pcs60p,1,0,1,1,1,1,1
NP_009782.3 tyrosyl-DNA phosphodiesterase 1,1,1,1,1,1,1,1
NP_009784.1 uncharacterized protein YBR225W,1,0,0,1,0,0,0
NP_009786.1 Mcx1p,1,0,1,0,0,0,0
NP_009787.3 endonuclease,0,0,0,0,0,0,0
NP_009788.3 glucan 1-alpha-glucosidase ROT2,1,1,0,1,1,1,1
NP_009789.1 Om14p,1,1,1,0,1,1,1
NP_009790.3 Swc5p,0,0,1,0,0,0,0
NP_009792.3 Pbp2p,1,0,0,0,0,0,0
NP_009793.1 Arc40p,1,0,1,1,1,1,1
NP_009794.3 Vhc1p,1,1,1,1,1,1,1
NP_009795.3 mRNA (guanine-N7)-methyltransferase,1,0,1,0,0,0,0
NP_009796.1 DEAD-box RNA helicase PRP5,1,0,1,1,0,0,0
NP_009797.1 uncharacterized protein YBR238C,0,0,0,1,1,0,0
NP_009798.3 Ert1p,0,0,0,1,0,0,0
NP_009799.3 Thi2p,1,0,1,1,1,1,1
NP_009800.1 uncharacterized protein YBR241C,1,1,1,1,1,1,1
NP_009801.1 uncharacterized protein YBR242W,1,1,1,0,0,0,0
NP_009802.3 UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase,1,1,1,1,1,1,1
NP_009803.3 glutathione peroxidase GPX2,1,1,1,0,0,1,0
NP_009804.1 chromatin-remodeling ATPase ISW1,1,0,1,1,0,0,0
NP_009805.1 diphthamide synthase,1,0,0,0,1,0,0
NP_009806.3 snoRNA-binding rRNA-processing protein ENP1,1,1,1,0,1,0,0
NP_009807.3 imidazoleglycerol-phosphate synthase,1,0,1,1,1,1,0
NP_009808.1 3-deoxy-7-phosphoheptulonate synthase ARO4,0,0,0,0,0,0,0
NP_009809.1 Spo23p,0,1,1,1,1,1,1
NP_009810.3 mitochondrial 37S ribosomal protein MRPS5,0,0,0,0,0,0,0
NP_009811.3 bifunctional dITP/dUTP diphosphatase,0,1,0,0,0,0,0
NP_009812.1 Srb6p,1,1,0,0,0,0,0
NP_009813.1 TRAPP subunit TRS20,0,0,0,0,0,0,0
NP_009814.3 Mtc4p,1,0,1,1,1,0,1
NP_009815.1 riboflavin synthase,0,0,0,0,0,0,0
NP_009816.1 RNase P/RNase MRP complex subunit,1,0,1,0,0,1,0
NP_009817.3 Shg1p,1,0,1,0,0,0,0
NP_009818.3 uncharacterized protein YBR259W,1,0,0,1,1,1,1
NP_009819.1 GTPase-activating protein RGD1,0,0,0,1,0,0,0
NP_009820.1 N-terminal protein methyltransferase,0,0,0,0,0,0,0
NP_009821.3 Mic12p,1,0,0,0,0,0,0
NP_009822.4 glycine hydroxymethyltransferase SHM1,1,0,0,1,1,0,0
NP_009823.2 Rab family GTPase YPT10,1,1,1,0,1,1,0
NP_009824.2 3-dehydrosphinganine reductase,1,0,1,1,1,1,1
NP_009825.4 Rei1p,0,0,0,0,0,0,0
NP_009827.3 mitochondrial 54S ribosomal protein YmL37,0,0,0,0,0,0,0
NP_009828.2 Sdh8p,0,0,1,0,0,0,0
NP_009829.2 Bit2p,1,1,1,1,1,1,1
NP_009830.3 S-adenosylmethionine-dependent methyltransferase,1,0,1,0,0,0,0
NP_009831.3 Hsm3p,0,0,1,0,0,0,0
NP_009832.1 Ubx7p,0,0,0,0,0,0,0
NP_009833.1 serine/threonine protein kinase CHK1,1,0,1,1,1,1,1
NP_009834.4 DNA-binding protein RIF1,1,1,0,1,0,0,0
NP_009835.3 tyrosine/serine/threonine protein phosphatase PPS1,1,1,0,1,1,1,1
NP_009837.1 DNA polymerase epsilon noncatalytic subunit,0,0,0,0,0,0,0
NP_009838.1 Paf1p,1,0,1,0,0,0,0
NP_009839.4 SCF ubiquitin ligase complex subunit SAF1,1,1,0,1,1,0,0
NP_009840.3 glutamine amidotransferase subunit DUG2,1,0,0,1,1,1,1
NP_009841.1 mitochondrial 54S ribosomal protein YmL27,0,1,1,0,0,0,0
NP_009842.1 Ssh1p,1,1,1,1,1,1,1
NP_009843.3 metallo-dependent hydrolase superfamily protein,1,1,1,1,1,1,1
NP_009844.4 uncharacterized protein YBR285W,0,0,0,0,0,0,0
NP_009845.2 aminopeptidase Y,1,0,1,1,1,0,1
NP_009846.1 uncharacterized protein YBR287W,1,1,1,1,1,1,1
NP_009847.4 Apm3p,1,0,1,1,0,1,0
NP_009848.4 Snf5p,1,0,1,1,0,0,0
NP_009849.1 Bsd2p,1,1,1,0,1,0,1
NP_009850.1 Ctp1p,1,1,1,1,1,1,1
NP_009852.3 Vba2p,1,1,1,1,1,1,1
NP_009853.3 sulfate permease,1,1,1,1,1,1,1
NP_009854.2 cation-transporting P-type ATPase PCA1,1,1,1,1,1,1,1
NP_009855.1 Pho89p,1,1,1,1,1,1,1
NP_009856.3 transcription factor MAL33,1,1,1,1,0,1,1
NP_009857.1 maltose permease,1,1,1,1,1,1,1
NP_009858.3 alpha-glucosidase MAL32,1,0,1,1,1,1,0
NP_009860.3 seripauperin PAU24,1,0,0,1,1,1,0
NP_009861.1 Cos2p,1,1,1,1,0,1,0
NP_009863.2 glutathione exchanger,1,1,1,1,1,1,1
NP_009864.1 basic amino acid transporter,1,1,1,1,1,1,1
NP_009865.2 uncharacterized protein YCL068C,1,0,1,1,1,1,1
NP_009866.1 homeodomain mating type protein alpha2,0,0,0,0,0,0,0
NP_009867.1 transcriptional co-activator mating type protein alpha,0,1,0,0,0,0,0
NP_009868.3 homeodomain mating type protein alpha2,0,0,0,0,0,0,0
NP_009869.3 transcriptional co-activator mating type protein alpha,0,1,0,0,0,0,0
NP_009870.1 Vac17p,1,0,0,1,0,0,0
NP_009871.2 chromatin-modulating protein MRC1,0,0,1,1,0,0,0
NP_009872.1 ribosome biosynthesis protein KRR1,0,0,0,0,0,0,0
NP_009873.1 Fyv5p,1,1,1,1,1,1,1
NP_009874.1 metalloendopeptidase,0,0,0,1,1,0,0
NP_009875.1 Pex34p,0,1,0,1,1,1,1
NP_009876.1 Kar4p,0,0,0,0,0,0,0
NP_009877.1 27S pre-rRNA (guanosine2922-2'-O)-methyltransferase,1,0,1,0,0,0,0
NP_009878.1 Pbn1p,1,1,1,0,1,1,1
NP_009879.2 Lre1p,0,1,0,0,0,0,0
NP_009880.2 bifunctional AP-4-A phosphorylase/ADP sulfurylase,1,0,1,0,1,0,0
NP_009881.2 uncharacterized protein YCL049C,1,1,0,1,1,0,1
NP_009882.1 Sps22p,1,0,0,1,1,0,1
NP_009883.1 nicotinamide-nucleotide adenylyltransferase,0,0,0,0,0,0,0
NP_009884.1 Emc1p,1,1,1,1,1,1,1
NP_009886.1 Mgr1p,1,0,1,1,1,1,1
NP_009887.1 protein disulfide isomerase PDI1,1,0,1,1,1,1,1
NP_009889.2 uncharacterized protein YCL042W,0,0,0,0,1,0,0
NP_009890.1 glucokinase,0,0,0,0,0,0,0
NP_009891.1 glucose-induced degradation complex subunit GID7,1,1,1,1,1,1,1
NP_009892.1 Atg22p,1,1,1,1,1,1,1
NP_009893.2 Sro9p,0,0,0,0,0,0,0
NP_009894.1 Gfd2p,0,0,0,0,0,0,0
NP_009895.1 dithiol glutaredoxin GRX1,0,0,0,0,0,0,0
NP_009896.2 Lsb5p,1,1,1,0,1,0,0
NP_009897.1 peptide-methionine (R)-S-oxide reductase,0,0,0,0,0,0,0
NP_009898.1 Ste50p,0,0,0,0,0,0,0
NP_009899.1 Rrp7p,0,0,0,0,0,0,0
NP_009900.2 trifunctional histidinol dehydrogenase/phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP diphosphatase,1,0,1,1,1,0,1
NP_009901.1 Bik1p,0,0,0,0,0,0,0
NP_009902.2 prion domain-containing protein RNQ1,1,0,1,0,1,1,0
NP_009903.2 Fus1p,1,1,1,1,1,0,1
NP_009904.2 type II nitroreductase,1,0,0,0,1,0,0
NP_009905.3 amino acid transporter AGP1,1,1,1,1,1,1,1
NP_009907.2 serine/threonine protein kinase,1,0,0,1,0,0,0
NP_009909.2 gag-pol fusion protein,0,0,0,1,0,0,0
NP_009910.2 gag protein,0,0,0,0,0,0,0
NP_009911.2 3-isopropylmalate dehydrogenase,0,0,0,0,0,0,0
NP_009912.2 cysteine desulfurase,1,0,1,1,0,1,0
NP_009913.2 Dcc1p,0,0,0,0,0,0,0
NP_009914.2 Bud3p,0,0,1,1,0,0,0
NP_009916.1 single-stranded telomeric DNA-binding/mRNA-binding protein,0,0,1,0,0,0,0
NP_009917.1 Sgf29p,1,0,1,0,0,0,0
NP_009918.1 acetolactate synthase regulatory subunit,1,1,1,1,0,0,0
NP_009919.3 ubiquitin-binding ESCRT-I subunit protein STP22,1,1,0,0,1,0,1
NP_009922.2 Ldb16p,1,1,1,1,1,1,1
NP_009923.2 CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,1,0,1,1,1,1,0
NP_009924.4 uncharacterized protein YCL002C,1,1,1,1,1,1,1
NP_009925.1 protein retrieval receptor,1,1,1,1,1,1,1
NP_009926.1 uncharacterized protein YCL001W-A,0,0,0,0,0,0,0
NP_009928.1 septin CDC10,1,0,1,0,1,1,0
NP_009929.1 mitochondrial 54S ribosomal protein YmL32,0,0,0,0,0,0,0
NP_009930.1 flavodoxin-like fold family protein,1,0,0,0,1,0,0
NP_009931.1 citrate (Si)-synthase CIT2,1,0,0,0,1,0,0
NP_009933.1 DUP240 family protein,1,0,1,1,1,1,1
NP_009934.1 serine/threonine protein kinase SAT4,0,1,0,1,0,0,0
NP_009935.1 amphiphysin-like protein RVS161,0,0,1,0,0,0,1
NP_009936.1 Ady2p,1,1,1,1,1,1,1
NP_009937.2 putative ATP-dependent permease ADP1,1,1,1,1,1,1,1
NP_009938.2 phosphoglycerate kinase,0,0,0,0,0,0,0
NP_009940.2 DNA-directed DNA polymerase IV,1,1,1,0,1,0,0
NP_009941.2 Cto1p,0,0,0,0,0,0,0
NP_009942.2 uncharacterized protein YCR016W,1,1,1,0,0,0,0
NP_009943.2 Cwh43p,1,1,1,1,1,1,1
NP_009944.2 Srd1p,0,1,0,0,0,0,0
NP_009946.1 Mak32p,0,0,0,0,0,0,0
NP_009947.1 Pet18p,0,0,0,0,0,0,0
NP_009948.1 Mak31p,1,1,0,0,1,1,1
NP_009949.1 Htl1p,0,1,0,0,0,0,0
NP_009950.1 Hsp30p,1,1,1,1,1,1,1
NP_009952.2 uncharacterized protein YCR023C,1,1,1,1,1,1,1
NP_009953.1 asparagine--tRNA ligase SLM5,1,1,1,1,1,1,1
NP_009955.2 nucleotide diphosphatase/phosphodiesterase NPP1,1,0,0,1,1,0,1
NP_009956.2 putative GTPase RHB1,1,1,1,0,0,1,0
NP_009957.1 Fen2p,1,1,1,1,1,1,1
NP_009958.2 Rim1p,1,0,1,0,0,0,0
NP_009959.2 Syp1p,1,0,1,1,1,1,0
NP_009960.2 ribosomal 40S subunit protein S14A,0,0,0,0,0,0,0
NP_009961.2 Bph1p,1,0,1,1,1,1,1
NP_009962.2 Snt1p,0,0,0,1,0,0,0
NP_009963.1 fatty acid elongase ELO2,1,1,1,1,1,1,1
NP_009964.2 exosome non-catalytic core subunit RRP43,0,1,0,0,0,0,0
NP_009965.2 putative ribokinase,1,1,1,0,1,1,0
NP_009966.2 SPX domain-containing inorganic phosphate transporter,1,1,1,1,1,1,1
NP_009967.2 Ras family guanine nucleotide exchange factor BUD5,0,1,0,1,1,0,1
NP_009971.1 Taf2p,0,0,0,1,0,0,0
NP_009972.1 uncharacterized protein YCR043C,1,1,1,1,1,1,1
NP_009973.1 Per1p,1,1,1,1,1,1,1
NP_009974.1 Rrt12p,1,0,1,1,1,0,1
NP_009975.1 mitochondrial 54S ribosomal protein IMG1,0,0,0,0,0,0,0
NP_009976.1 18S rRNA (guanine1575-N7)-methyltransferase,1,0,1,0,0,0,0
NP_009978.1 sterol acyltransferase,1,1,1,1,1,1,1
NP_009979.1 uncharacterized protein YCR050C,0,0,0,1,1,0,1
NP_009980.1 uncharacterized protein YCR051W,1,0,1,0,0,0,0
NP_009981.1 Rsc6p,1,0,1,0,1,0,0
NP_009982.1 threonine synthase THR4,1,0,1,1,1,0,0
NP_009983.1 Ctr86p,0,0,0,1,1,0,0
NP_009984.1 snoRNA-binding rRNA-processing protein PWP2,1,0,1,1,1,1,1
NP_009985.1 Yih1p,0,0,0,0,0,0,0
NP_009986.1 Tah1p,1,1,1,0,0,1,0
NP_009987.2 uncharacterized protein YCR061W,1,1,1,1,1,1,1
NP_009990.1 U2 snRNP complex subunit BUD31,0,0,0,0,0,0,0
NP_009991.2 Hcm1p,1,0,0,0,0,0,0
NP_009992.1 E3 ubiquitin-protein ligase RAD18,0,0,0,0,0,0,0
NP_009993.1 GTPase-activating protein SED4,1,0,1,1,1,1,1
NP_009994.2 triglyceride lipase ATG15,1,1,1,1,1,0,0
NP_009995.1 peptidylprolyl isomerase family protein CPR4,1,0,1,1,1,0,1
NP_009996.2 mitochondrial 54S ribosomal protein IMG2,1,0,1,0,0,1,0
NP_009997.2 Rsa4p,0,0,0,1,1,0,0
NP_009998.2 mitogen-activated protein kinase kinase kinase SSK22,1,0,1,1,1,1,1
NP_009999.2 Sol2p,0,0,0,0,0,0,0
NP_010000.1 cystinosin-like protein ERS1,1,1,1,1,1,1,1
NP_010001.1 Fub1p,1,0,1,0,1,1,1
NP_010002.3 Pat1p,1,0,1,1,1,1,1
NP_010003.2 type 2C protein phosphatase PTC6,1,0,1,0,1,0,0
NP_010004.1 Srb8p,1,1,0,1,1,1,1
NP_010005.1 Ahc2p,0,0,0,0,0,0,0
NP_010006.1 Trx3p,1,1,0,0,0,0,0
NP_010007.1 chromatin-silencing transcriptional regulator TUP1,1,0,1,1,1,1,0
NP_010009.1 Csm1p,0,0,1,0,0,0,0
NP_010011.1 uncharacterized protein YCR087C-A,0,0,0,0,0,0,0
NP_010012.1 Abp1p,1,0,1,0,0,0,0
NP_010013.2 Fig2p,1,0,1,1,0,0,0
NP_010014.1 uncharacterized protein YCR090C,0,0,0,0,0,0,0
NP_010015.3 putative serine/threonine protein kinase KIN82,1,0,0,1,0,0,0
NP_010016.2 mismatch repair protein MSH3,0,0,0,1,0,0,0
NP_010017.2 CCR4-NOT core subunit CDC39,1,0,1,1,1,1,1
NP_010018.1 aminophospholipid translocase regulatory protein CDC50,1,1,1,1,1,1,1
NP_010019.1 Oca4p,1,0,1,0,0,1,0
NP_010020.1 homeodomain mating type protein a2,0,0,0,0,0,0,0
NP_010021.1 Hmra1p,0,0,0,0,0,0,0
NP_010022.1 Git1p,1,1,1,1,1,1,1
NP_010023.1 uncharacterized protein YCR099C,0,0,0,0,0,0,0
NP_010024.1 Ema35p,1,1,0,1,1,0,1
NP_010025.1 uncharacterized protein YCR101C,1,0,0,1,0,0,1
NP_010026.1 uncharacterized protein YCR102C,1,0,1,1,1,1,0
NP_010029.1 seripauperin PAU3,1,1,1,1,1,1,1
NP_010030.1 NADP-dependent alcohol dehydrogenase,1,0,0,1,0,0,0
NP_010031.1 Rds1p,1,1,1,1,1,1,1
